id,NewsText,label
1013,Sanarwar ta ce a ranar Talata ne 19 ga Janairun wannan watan za a samar da wurinaikin yin rijistar a ma’aikatar harakokin waje,1
1014,Ministan ya ce lambar ta sheda wajibi ce ga ƴan ƙasashen waje da za su shafe shekara biyu ko fiye a ƙasar,1
1015,"Kafofin yada labaran gwamnati a Sudan sun ce aƙalla mutum 48 aka kashe a rikicin ƙabilanci a yankin Darfur, wanda aka fara ranar Asabar",-1
1016," Rikicin ya fara ne lokacin da aka daba wa wani mutum wuka ya mutu har lahira a El- Geneina, babban birnin jihar Darfur ta Yamma, lamarin da ya haifar da rikici",-1
1017," Mahukuntan yankin sun sanya dokar hana fitar dare a duk fadin jihar; kuma Firaninistan Sudan, Abdalla Hamdok, ya tura wata babbar tawaga zuwa Darfur don binciken rikicin",1
1018,Irin wannan rikici a El -Geneina a shekarar da ta gabata ya yi sanadiyyar asarar daruruwan rayuka,-1
1019,NEMAƳan kasuwar Ijesha a birnin Legas sun tafka asara bayan da gobara ta lakume shagunansu da dama,-1
1020,"Rahotanni sun ce gobarar ta ƙone shaguna 14 da lalata 48, sannan kuma ta yi barna a gidajen  mazauna kusa da kasuwar",-1
1021,Bayanai sun ce ƴan kasuwa sama da 60 al’amarin ya shafa da kuma gidajen mazauna kasuwar 28,-1
1022,An bayyana cewa wutar ta tashi ne da misalin ƙarfe biyar na yamma kuma sai da aka shafe sa’a huɗu kafin aka ci ƙarfinta,-1
1024,Zuwa yanzu babu rahoton rasa rai ko rauni amma gobarar ta janyo asara mai dimbin yawa,1
1025,Shugaban adawar Uganda  Bobi Wine ya ce rayuwarsa na cikin hatsari bayan zaben ranar Alhamis da ya ba  Yoweri Museveni nasara,-1
1026,"""Ina tsoron rayuwata da ta matata,"" in ji Bobi Wine",-1
1027,Ya shaida wa BBC cewa ba zai amince da sakamakon zaɓen hukumar zaɓe ba,-1
1028,Ya kuma ce an hana shi fita daga gidansa wanda aka kewaye da jami'an tsaro,-1
1029,Rikici dai ya mamaye zaɓn Uganda inda da dama suka mutu,-1
1032,Kawancen da Saudiyya ke jagoranta a Yemen ya ce ya harbo wasu jirage marar matuka na ƴan tawayen Houthi da ke shirin kai hari a ƙasar,1
1034,Rikicin Yamen ya kazanc4e tun watan Maris din 2015 bayan da Saudiyya da ƙawayenta suka kaddamar da farmaki kan ƴan tawayen Houthi mayakan da suka kwace ikon babban birnin Yemen Sanaa,-1
1035,Rikicin Yemen ya jefa miliyoyan ƴan ƙasar cikin mawuyacin hali na yunwa baya ga dubbai da aka kashe,-1
1036,Hankalin duniya zai karkata ga wasan hamayya tsakanin Liverpool da Manchester United da manyan ƙungiyoyin biyu na Ingila za su fafata a yau Lahadi,0
1037,Za a yi wasan ne a Anfield gidan Liverpool,0
1038,"Baya ga farfaɗo da tsohuwar adawar da ke tsakaninsu, ana ganin wasan zai yi zafi saboda ƙungiyoyin biyu ke jagorancin teburin Premier",1
1040,Karon farko kenan da manyan ƙungiyoyin biyu za su fafata a matsayin na ɗaya da na biyu a teburin Premier tun 1997,1
1041,United ta ɗare tebur ne bayan wasannin farkon shekara kuma karon farko kenan tun zamanin Sir Alex Ferguson shekarar da ya yi ritaya a 2013,1
1042,Sojojin Najeriya sun musanta rahotannin da ke cewa mayaƙan da ke iƙirarin jihadi da ke da alaƙa da kungiyar IS sun mamaye wani sansaninsu a jihar Borno da ke arewa maso gabashin kasar a daren Juma’a,1
1043,"sun yi wa mayaƙan kwanton bauna sannan suka kaddamar masu da hari, inda suka lalata motocinsu da ke dauƙe da makamai guda bakwai",1
1045,"Kungiyar da aka fi  sani da sunan ISWAP, tana ci gaba da kai hare-hare a arewa maso gabashin Najeriya inda take kai wa sojoji da fararen hula hari",-1
1046,"‘Yan sanda a Kabul, babban birnin Afghanistan, sun ce ƴan bindiga sun harbe wasu alƙalai biyu, dukkaninsu mata, yayin da ake ci gaba da yin kisa a ƙasar",-1
1047,An kashe su ne yayin da suke kan hanyar zuwa wurin aiki,-1
1048,Ba a san waɗanda suka kai harin ba,-1
1050," An fi zargin Taliban, amma ƙungiyar ba ta fito ta yi iƙirarin ɗaukar alhakin hare-haren ba",0
1051,Ana kai hare-haren ne duk da tattaunawar sulhu ta zaman lafiya da ake a Doha tsakanin wakilan gwamnatin Afghanistan da Taliban,-1
1052,Alƙalumman da hukumar daƙile cutuka masu yaɗuwa a Najeriya NCDC ta fitar sun bayyana cewa an samu ƙarin mutum 1598 da suka kamu da korona a ƙasar,-1
1053,Yawan masu kamuwa da cutar sai ƙaruwa suke inda a ranar Juma'a aka samu sama da mutum 1800 suka kamu adadi mafi yawa tun ɓullar cutar a Najeriya,-1
1054,Alƙalumman sun kuma nuna cewa cutar ta kashe ƙarin mutum bakawai a ranar Asabar inda yanzu yawan waɗanda cutar ta yi ajalinsu a Najeriya suka 1420,-1
1055,Muna maku maraba da kasancewa da mu a wannan shafin inda za mu kawo labarai da rahotanni kai tsaye kan abubuwan da ke faruwa a Najeriya da sassan duniya,1
1056,Nan ne muka kawo karshen labarai da rahotannin namu na yau,0
1057,Ni Nasidi Adamu Yahaya na ke cewa mu hadu gobe idan Allah ya kaimu,1
1058,Hakan zai ba shi damar tafiya Istanbul a kwanaki masu zuwa,0
1061,Hajiya Fatima kanwa ce ga tsohon shugaban mulkin sojan Najeriya Janar Sani Abacha,0
1062,"Baya ga ta'aziyya ga Sanata Lado, Shugaba Buhari ya kuma yi ta'aziyya ga iyalan marigayi  Abacha da 'yan uwansa da kuma al'umar jihar Kano",1
1064,"Ministan lafiya na Pakistan Faisal Sultan ya ce ta ba da umarnin gaggawa na amfani da rigakafin Covid-19 da jami'ar Oxford da kuma AstraZeneca suka samar, wanda zai zama na farko da aka amince da shi a kasar",1
1068,"Tarayyar Turai ta dakatar da kasafin kudin taimakon da take bai wa Habasha wanda yakai yuro miliyan 88 kwatankwacin dala miliyan 107, har sai an kyale kungiyoyin bayar da agaji sun shiga da kayan agaji ga mutanen da suka makale a yankin Tigray sakamakon rikici",-1
1069,Cikin wani sako da ya wallafa a ranar Juma’a babban jami’in diflomasiyya na kungiyar Josep Borrel ya ce akwai bukatar Firaiminista Abiy Ahmed ya yi duk abin da zai iya yanzu domin kawo karshen wannan rikici,1
1071,Ofishin Abiy bai mayar da martini ba game da wannan bukata,0
1073,Hukumomi a Najeriya na gargaɗin kan yadda cutar ke ƙara bazuwa tare da kira ga ƴn ƙasar su mutunta matakan kariya domin daƙile bazuwarta musamman bayar da tazara da saka abin rufe baki da hanci a cikin taron jama'a,1
1074,Amma hotunan zaɓen ƙananan hukumomin Kano sun nuna ba a kiyaye matakan ba,-1
1075,Ko da yake wasu sun bi layin zaɓen sanye da takunkumi amma da dama ba su saka takunkumin ba,-1
1077,"Mayaƙa da ke da alaƙa da ƙungiyar IS reshen Afirka mai da’awar jihadi sun kwace ikon wani sansanin soji a jihar Borno da ke arewa maso gabashi bayan sashe dare suna musayar wuta, kamar yadda kamfanin dillacin labarai na AFP ya ruwaito",-1
1079,Zuwa yanzu dai babu wani cikakken bayani game da harin kuma rundunar sojin Najeriya ba ta fitar da sanarwa bagame da harin,0
1080,Yankin ya sha fama da hare-haren Boko Haram inda aka kashe dubban mutane da rama miliyoyi da gidajensu,-1
1081,Al'ummar Kano na zaɓen ƙananan hukumomi amma rahotanni sun ce wurare da dama an samu tsaikun fitar kayan zaɓe,-1
1082,"Gwamnan Jihar Abdullahi Umar Ganduje ya kada ƙuri'arsa ne a ƙauyensa na Ganduje, yayin da kuma mataimakinsa ya kaɗ ƙuri'arsa a Gawuna Nasarawa",1
1083,Sai dai wakilin BBC a Kano ya ce akwai ƙarancin fitar masu yin zaɓen,-1
1084,Kamfanin Shell da Total sun sayar da wani wani ɓangare na rijiyoyin hako mai a Najeriya,0
1085,Kamfanin hamshakin attajirin Najeriya Tony Elumelu ne ya saye kashi 45 na rijiyoyin wanda zai ci gaba da aiki a madadin gwamnatin Najeriya wacce har yanzu ke da kaso mai yawa na hannun jari,1
1087," Ya kuma karbi kashi 10 na Total da kaso biyar na Agip, wanda yanzu yake da kashi 45 na mallakar kason kamfanonin uku",1
1089,"Sanarwar dakamfanin TNOG ya fitar ya ce rijiyoyin suna sama da ganga 27,000 a rana",1
1090,Shell wanda ya shafe shekaru sama da 60 yana aikin hako mai a Najeriyai ya yanke shawarar sayar da ɓangarensa ne saboda saɓani da al’ummar yankin Neja Delta,0
1091,Ana sa ran nan da ƴan kwanaki Saudiyya za ta buɗe ofishin jekadancinta a Qatare bayan sasantawa da suka yi a makon da ya gabata,1
1092,Ministan harakokin wajen Saudiyya Minister Faisal bin Farhan ne ya bayyana manema labarai a Riyadh cewa nan ba dadewa ba Saudiyya za ta buɗe ofishinta a Qatar,1
1093,"Saudiyya da Daular Larabawa da Bahrain da Masar sun ƙaƙaba takunkumin kasuwanci ga Qatar tun a 2017 kan zarginta da taimakawa ta’adanci, zargin da Qatar ta musanta",-1
1094,"hugaban ƙungiyar Taliban a Afghanistan ya fitar da wata doka inda ya buƙaci shugabannin ƙungiyar da kwamandojinsa su haƙura da auren mata da yawa, yana mai cewa “hakan zai janyo suka daga makiyanmu",-1
1095,”Musulunci ya amince maza su auri mata huɗu kuma ba a haramta auren mata da yawa ba a Afghanistan da Pakistan da sauran ƙasashen Musulmi,1
1097,"Yaancin shugabannin Taliban suna da mata fiye da ɗaya, amma sabuwar dokar ba ta shafi waɗanda suka riga suka auri mata fiye da ɗaya ba",0
1098,"Dokar da shugaban Taliban a Afghanistan Mullah Hibatullah, ya fitar ba ta haramta auren mace ta biyu ba ko ta uku kuma auren mace ta hudu, amma ya yi gargadin cewa yawan kudaden da ake kashe wajen biki na iya janyo suka daga abokan hamayyar Taliban",-1
1099,"An fara aikin rigakafi mafi girma a fadin duniya, inda Indiya ke fatan yi wa yan ƙasarta miliyan 300 rigakafin korona nan da watanni masu zuwa",1
1100,Hukumomi sun ce za su mayar da hankali wajen farawa da ma'aikatan lafiya da ke kan gaba a yaƙi da annobar,1
1101,Kawo yanzu an samar da cibiyoyin yin rigakafin dubu uku a faɗin ƙasar,1
1102,"Masu suka na zargin gwamnati da yin riga malam masallaci wajen amincewa da allurar mai suna Covaxin, wadda aka samar a cikin gida",0
1103,"Ma'aikatar cikin gidan Faransa ta sanar da rufe masallatai 9 a ƙasar, yawancinsu a birnin Paris, waɗanda ke cikin wuraren ibada guda 18 da ake sa ido akansu",-1
1104,Hukumomi sun ce an rufe masallatan ne saboda dalilai na gudanarwa da kuma rashin bin ka'idoji na tsaro,-1
1105,"A makwanin da suka  gabata, Faransa ta kaddamar da aikin sa ido 34 a wuraren ibadar musulmi",-1
1106,"Bobi Wine ya bayyana zaɓen a matsayin shirme, tare da yin alƙwarin gabatar da ƙwararan hujjujin da za su nunawa duniya irin murɗiyar da aka yi",-1
1108,"Jaridar New Vision ta gwamnati ta bayar da rahoton cewa kusan rabin mambobin majalisar ministocin sun rasa kujerunsu, ciki har da mataimakin shugaban kasar Edward Ssekandi",1
1109,Shafin sada zumunta na WhatsAPP ya tsawaita wa'adin da ya ba masu mu'amala da shi na amincewa da mika bayanan sirrinsu,1
1111,"Miliyoyin masu amfani da shafin a fadin duniya ne suka yi wa wannan shiri tutsu, har ma suka koma amfani da wasu shafukan masu hamayya da Whatsapp kamar Signal da Telegram",1
1112,"Alƙalumman hukumar dakile cutuka masu yaɗuwa ta NCDC a Najeriya sun bayyana cewa karin mutum 1867 suka kamu da korona a ranar Juma'a, adadi mafi girma tun ɓullar cutar a ƙasar",-1
1113,Kuma alƙalumman sun nuna cewa cutar ta kashe mutum takwas cikin sa'a 24 a Najeriya,-1
1114,Hakan ya nuna cutar na ci gaba da bazuwa a Najeriya bayan ta sake dawowa a ƙasar ,-1
1115,KANO STATE GOVERNMENTA yau Asabar ne ake gudanar da zaɓen ƙananan hukumomi a 44 a jihar Kano da ke arewacin Najeriya,1
1116,Za a gudnaar da zaben ne a runfunar zabe 8084 a ƙanaana hukumomi 44 na jihar,0
1117,Shugaban hukumar zaɓe Farfesa Garba Ibrahim Sheka ya ce tuni suka rarraba kayan zaben,1
1118,Sai dai zuwa yanzu wasu rahotanni sun bayyana cewa an yi jinkiri sosai wajen fara zaben,-1
1119,"Rundunar ƴan sandan jihar ta ce kimanin jami’anta 10,000 ta baza domin samar da tsaro ga masu zabe",1
1121," Haka kuma koyaushe adabin Hausawa yana kokarin tafiya da duk wani abu da al'ummar ta karu da shi sabo, daga wasu al'ummomin tare da hadawa da nata",0
1122,Abin lura dai a nan shi ne adabin al'umma yana bunkasa ne idan wannan al'umma tana cudanya da wasu al'ummomin tana karuwa da hikimomin sarrafa rayuwa na al'umma tana kara wa a kan nata,0
1123,"Rubutaccen kagaggen labari rubutu ne da aka yi a shimfide ta sigar shafuka ko ya zo a tsari na zanguna, wanda ya kunshi labarin da ba lalle ya auku ba amma kuma akasari ana tsara shi a kan rayuwa ta zahiri, da nufin isar da wani saqo ga al'umma",0
1124," Za a kuma iya bayyana shi da wallafa da ake baje kolin hikimomi a zube, ba a tsari na waka ba, ba wasan kwaikwayo ba, ba kuma a siga ta alkaluman lissafi ba, sai dai yakan zo a zube, da zummar sadar da wata manufa da mawallafi ya kirkira",0
1125,Wannan takarda ta yi tsokaci ne kan samuwa da yawaitar wani nau'in adabi na kagaggun labarai ta yadda ake wata su a shafukan sada zumunta na intanet,0
1126," Haka kuma takardar hannuka mai sanda ce ga marubuta da masu sha'awar tsunduma harkar rubuta wadannan labarai, domin haska musu hanya ta gyara da inganta su, duba da yadda suka samu karbuwa a idon masu karanta su",0
1127," Hanyar sadarwar da aka fara samu ta samu ne a shekarar 1997, wadda take bai wa masu amfani da ita damar samar da karamin shafi da aka fi kira da profile",0
1128,A shekarar 1999 ne kuma aka kirkiri damar samar da karamin shafi da ake kira blogging,1
1129,Bayan samuwar kananan shafukan sada zumunta sai kuma aka sami yawaitar shafukan sada zumunta musamman daga shekarar 2000,1
1130,"Kagaggun labaran Hausa na shafukan sada zumunta, wadanda da Turanci ake kira Online Hausa Novels, kagaggun labarai ne da ake rubutawa a shafukan sada zumunta na zamani",1
1131," Ana rubuta su yawanci a wayoyin hannu wadanda ake kira Android, tare da amfani da Cibiyar Sadarwa da ake kira Network, wadda take amfani da intanet",0
1132," Bayan an rubuta, marubutan na watsawa a kananan shafukansu ko su tura a zauruka na WhatsApp  da Facebook da sauransu",0
1133,A wasu lokuta kuma masoyansu ke bude ire-iren wadannan zauruka su tura labaran,0
1134," Kamar yadda aka bayyana a sama, su dai wadannan labarai  ba a littafi ake rubuta su ba, ana rubutawa ne a wayoyin hannu da ake kira Android",0
1135,"  Za a iya kiran wadannan labarai da ""Adabi A Tafin Hannu"", musamman idan aka yi duba da yadda waya take koyaushe a hannun jama'a yanzu",0
1138," Dangane da tarihin samuwar kagaggun labaran shafukan sada zumunta na zamani, an samo bayanai daga bakin wasu marubutan wadannan shafuka da wasu masu karanta labaran, da cewa an fara rubuta su a shekarar  2013",0
1140," Kawo yanzu, wadannan labarai kara bunkasa suke ta hanyar yawaita, tare da samun karuwar marubutan da makaranta",1
1143,A wasu lokutan kuma su marubutan ne suke bude ire-iren wadannan kungiyoyi na whatsApp inda suke watsa wadannan labarai,0
1144,"Akwai marubuta wadannan labarai da yawa, ga wasu daga cikinsu da sunayen kananan shafukansu da wasu labaran da suka rubuta",0
1162,Amma a bangare daya za a iya cewa ma fi yawan labaran da ake samar wa a kafafen sada zumunta na zamani suna karan-tsaye ga tarbiyya da aka san Bahaushe da ita,-1
1163," Domin akan sami sakin baki wato, suna bayyana batsa da munanan dabi'u da suka samo wadanda ba na Hausa ba",-1
1165,"Duba da haka wannan takarda ta yi wani tsinkaye wanda za a iya cewa ""gyara kayanka' ne, wanda Bahaushe yake cewa ' bai zai zamo sauke mu raba ba'",1
1168," Domin matasa musamman mata da suke kokarin kwaikwayar rayuwa ta cikin wadannan labarai za su inganta zamantakewar gidan aurensu, haka zalika su ma maza",1
1169,Sannan kuma hakan zai taimaka wajen magance matsalar mutuwar al'adun Hausawa na gargajiya,1
1175,A makon da ya wuce ne wasu da ake zargin ƴan bindiga ne suka sace ƴan Kasuwar na Kantin Kwarin,-1
1176,"Ƴan bindigar sun tare matasan waɗanda dukkansu ƴan jihar Kano ne, a kan hanyarsu ta zuwa Aba a cikin daren ranar Lahadi",-1
1179,"""Mutanen suna da yawa amma ƴan kasuwar kwari su 18 ne kuma dukkaninsu an sada su ga iyalansu",1
1180,"""An biya kuɗin fansa kafin a sake su, amma ba zan fadi nawa ba ne aka biya saboda mafi mahimmanci dawowarsu ga iyalansu ba tare da wani rauni ko wata illa ba,"" in ji Dandago",-1
1181,Ya kuma ƙara da cewa akwai ƴan sauran kasuwanni kamar Kofar Wambai amma shi bai san halin da suke ciki ba,-1
1189,"Ana aikewa da dakarun Tsaro na kasa daga ko'ina cikin kasar zuwa Washington DC, domin dakile barazanar maimaita mummunar tarzomar da ta faru a ranar 6 ga Janairu",1
1191,An kafa shingayen binciken ababen hawa kan titunan babban birnin kasar cikin tsauraran matakan tsaro,1
1192,A ranar Asabar ne yan sanda suka tabbatar da kama wani mutumi dan jihar Virginia da bindigogi da harsasai 509 da kuma lasisin shiga taron rantsuwar na bodi,1
1194,"Gwamnonin Maryland, da New Mexico da Utah duk sun ayyana dokar ta-baci gabanin yiwuwar samun zanga-zangar",-1
1196,"A cewar darakta a Ma'aikatar Tsaron Jama'a ta Texas, bayanan sirri sun nuna cewa ""masu tsattsauran ra'ayi"" na iya kutsawa cikin zanga-zangar da aka shirya don ""aikata muggan laifuka""",-1
1201," Ya shaida wa BBC cewa ɗaruruwan sojoji sun tare a gidansa tare da iyalinsa, baya ga cin zarafin wasu magoya bayansa da suka riƙa yi",-1
1203,"Bobi Wine da sauran ƴan takara goma da suka shiga zaɓen sun yi zargin tafka maguɗi, da kuma hana wakilansu sanya ido",-1
1204,"Kwana biyu kafin zaɓen ne hukumomi suka katse hanyoyin sadarwa, wanda Bobi Wine ya ce ya taimaka wajen boye cuwa cuwar da aka tafka",-1
1206,Museveni ya kuma gargadi 'yan adawa game da tashin hankali yana mai cewa gwamnati za ta hukunta su,0
1207,"An yi zanga-zanga nan da can a wasu garuruwan domin nuna goyon baya ga abokin hamayyarsa Robert Kyagulanyi wato Bobi Wine,",-1
1209,Kungiyoyin magoya bayansa sun yi bikin murna a Kampala da wasu garuruwa bayan an bayyana nasarar tasa,1
1210,"A sakamakon zaben, Museveni ya samu kashi 58",0
1217,Ta hanyar yin tambaya da bayar da amsa,0
1218,"Mene ne Bitcoin, sannan ya ake amfani da shi?",0
1219,Bitcoin Ba shi da siffa ta zahiri,0
1220," Madadin haka, ana sayar da rukunin kuɗin a intanet da sauran shafukan sada zumunta",0
1221,"Ba shi da wata iyaka, ma'ana iya shafukan da za a iya amfani da su, sannan ba su da banki, kamar kudin zahiri da aka sani",0
1225," Da wahala, a iya cewa ma ba zai yiwu a sauya shi ko a wawushe shi ba",-1
1226,Daga ina ya samo asali? An fara wallafa Bitcoin ne a wani jerin sakonni na intanet ga masana kimiyyar komfuta da ke karantar yadda za a iya aika sako ta intanet cikin tsaro a 2008,0
1227,Wanda ya fara wallafa shi na da wani suna na bogi Satoshi Nakamoto amma babu wani mutum ko mutane kawo yanzu da aka tabbatar shi ne Satoshi,0
1229," Don amfani da Bitcoins, matakin farko shi ne bude abin da ake kira 'wallet' ko lalita (wadda ke iya zama a intanet ko a manhajar waya ko a wata na'ura mai tsaro)",0
1230,Wannan na kare duk wani sirri da ake amfani da shi wajen hadahadar bitcoins,1
1231,Lalitarka za ta kunshi 'adireshi' wanda yake aiki kamar lambar asusun banki sannan ana iya amfani da shi wajen karbar bitcoins,0
1232,Haka kuma zai kunshi password din da ake bukata wajen aika bitcoins,0
1237," Yayin da ake sake ƙirƙirar kuɗi, yana rage daraja kuɗin da ake da shi",-1
1240," Ana samar da bitcoin ne sannu a hankali kuma a ƙayyade, sannan babu wanda zai iya ƙirkirar bitcoin a lokacin da ya so",1
1241,"  Ba a taɓa iya samar da bitcoin sama da miliyan 21 ba; kuma ana iya raba ko wane bitcoin zuwa kashi miliyan 100, wanda ake kira Satoshis",0
1242,Wannan zai hana raguwar darajarsa kamar yadda kudin da muka sani ke yi ,-1
1243,Bitcoin na iya mayar da kai miloniya,1
1244," Kamar ko wane hannun jari, yana faɗuwa da tashi kuma ya danganta da lokacin da ka siye shi",0
1245,Yana iya mayar da kai miloniya kuma yana iya talauta ka,0
1247,Me ake nufi da haƙar bitcoin? Haƙar bitcoin na nufin samar da sabbin bitcoin ta hanyar amfani da wasu abubuwa da ake kira 'blocks',0
1249,Shiga gasar na buƙatar masu amfani su sayi wata na'ura da aikinta shi ne kawai 'hakar' bitcoin wadda kuma take shan wutar lantarki sosai,-1
1251,Mutanen da ke wannan aikin ana kiransu masu haƙar bitcoin,0
1256," Muna iya amincewa da kuɗin bitcoin? Kamar ko wace sabuwar ƙirƙira da ke ci gaba, akwai mai inganci akwai masu ƙarancin inganci",-1
1258,"  Wani lokaci, tsare tsare kamar One Coin sun yi iƙirarin kasancewa kuɗaden bitcoin amma daga baya aka gano na bogi ne",-1
1267,Hukumar zaben ta musanta cewa an yi magudi a zaben wanda aka gudanar ranar Alhamis,1
1268,Masu sanya ido a zaben sun soki gwamnati bisa toshe shafukan intanet,-1
1274,Shugaban kasar mai shekara 76 - wanda ya hau kan mulki a 1986 - ya ce yana son tabbatar da kwanciyar hankali da ci gaba a kasar,1
1276,"Ranar Juma'a, a yayin da ake fitar da sakamakon zaben, Mr Wine ya ce sojojin kasar Uganda sun yi wa gidansa kawanya sannan suka yi masa kutse",-1
1277," Sai dai  mai magana da yawun gwamnati ya zarge shi da mayar da batun kamar wani  ""wasan kwaikwayo"" domin ya sa a ji tausayinsa",-1
1278,"Mene ne sakamakon zaben?""Hukumar zabe ta ayyana Yoweri Museveni",1
1283,Gwamnati ta ce ta haramta taron jama'a domin hana yaduwar cutar korona amma 'yan hamayya sun ce an yi hakan  ne da zummar murkushe su,1
1286,Yan kasar Uganda sun dade da kallonsa a matsayin mai ceto kuma wanda ya kawo zaman lafiya,1
1289,Mawakin mutum ne da ke da farin jini a yankunan karkara,1
1297,"Alhaji Sirajo ya kara da cewa ""kasancewarmu 'yan boko da masu hannu da shuni muna taka rawar azo a gani ta fuskar tattalin arzikin nahiyar Turai",1
1298,Misali ni ina da kamfanin sadarwa da nake tafiyar fiye da shekara 20 a kasar Faransa,1
1332,Mun wallafa su ne don tunawa da su a lokacin da suka cika shekara 55 da kashe su da aka yi,-1
1336,Sir Abubakhar Balewa Firaministan Najeriya a cikin mota,0
1353," Na shiga cikin matsanancin halin rashin kuɗi, kun san me? A wasu lokutan ni da ƴaƴana mu kan kwana ba mu ci abinci ba",-1
1358,Ba wannan ne karon farko da gwamnatin Netherlands ta ajiye aiki ba a wani mataki na ɗaukar nauyi bai daya,0
1362," Hukumomi sun jefa rayuwar iyalai da dama cikin ƙunci har suka zama ""abokan gabar jama'a""",-1
1364," A bara, ofishin tattara haraji ya bayyana cewa an tsananta wa mutane 11,000 kawai saboda suna da takardar zama ƴan ƙasashe biyu",-1
1368," Wasu sun fito fili sun yi kira ga gwamnnati da ta ti murabus, suna masu cewa sun fitar da rai cewa gwamnatin za ta iya gyara tsarin",-1
1372,A ƙarshe dai ta rasa aikinta kuma ba ta samu wani ba domin ana kallonta a matsayin ƴar damfara,-1
1373,Ta samu matsala da ɗanta yayin da ta ringa fuskantar matsin lamba,-1
1375,Tuni dai ya jagoranci gwamnati har sau uku tun daga 2010,0
1397," Tana sanya kaya marasa tsada, sannan ba ta yin adon ƙara wa fuska haske, kuma ko da yaushe tana cike da fara'a",1
1398," ""Ni ce Halima daga Kakuma,"" in ji ta, wato wani sansanin ƴan gudun hijira a Kenya, inda aka haife ta",0
1400,"A matsayinta na mai sanya hijabi, Halima ta kasance mai tsananin zaɓi game da tufafinta",0
1401," A farkon fara aikinta, za ta ɗauki akwati cike da hijabanta, da dogayen riguna da siket zuwa kowane aiki",0
1446,"""Muna ɗokin jiran ganin ko an tsayar da mu takarar Oscar!"" in ji ta",1
1447,Dakatar da Unicef ba yana nufin Halima ta daina yin aikin sa kai ba,1
1448,"""Ba zan daina aikin sa kai ba,"" in ji ta",1
1449," ""Bana tunanin duniya tana bukatar ni a matsayin abar koyi ko shahararriya, tana bukatata a matsayin Halima daga Kakuma",0
1553," Sannan ya ringa yin fina-finai a kan matsalolin zamantakewa,"" in ji Abubakar Sani",1
1588,Ya karbi lambobin yabo a gida Najeriya da kuma waje,1
1673," Ni kuma na tabbatar maka da cewa, Hausa a nan, yana nufin garin Kano",0
1675,Duba Sana’ar Jima,0
1692," Tattaunawa  da Abdullahi Maikano Darma, shugaban Kasuwar Kurmi",0
1709,Faruwar wannan lamari ya yi matuƙar ƙona zuciyar Bawa,-1
1726,Dukkan iyayensa sun rasu lokacin yana ƙarami,-1
1743,Wata kafa ta   ce mahaifinsa ya mutu lokacin shi yana ɗan shekara goma da haihuwa,-1
1760,Ya zauna a wannan yanki har tsawon shekaru uku,0
1777,A yanzu haka yana   ɗaya daga cikin dattawan ƙabilar Igbo,0
1794,Hukumar kashe gobara ta Jihar Kano ta ce mutum 134 ne suka rasa rayukansu a 2020 sakamakon gobara 786 da suka tashi a wuri daban-daban a jihar,-1
1828,Sanatan mai wakiltar Borno ta Kudu ya ce binciken da ya yi ya nuna cewa dakarun sojan sama na Najeriya sun samu sabbin jiragen helikwafta fiye da 20,1
1845,Gwamnati ta ce ta ƙirƙiri shirin ne domin rage wa mutane raɗaɗin da annobar cutar korona ta saka su a ciki,1
1879,Sojan Faransar biyu sun mutu ne a Mali lokacin da bam ya tashi da abin hawansu a Menaka,-1
